#              k               1              b1              b2              b3              b4           b1*b1           b1*b2           b1*b3           b1*b4           b2*b2           b2*b4           b4*b4           b1*b5           b1*b6           b1*b7              b5              b6              b7
            0.01        -109.901        -129.707        -70.3923        -27.7062        -71.0627        -74.8495         55.2292       -0.879794         59.5348        -2.73421        -4.03144        -1.16042       0.0976263          3.8591         3.29912         2.74773         2.34901         1.95574     0.000271741      0.00058903     0.000485614     0.000419396     0.000345763     0.000285048
          0.0125        -175.148        -222.932         -95.637        -43.9851        -96.0907        -113.642         84.7794        -1.19208         93.7608        -4.02795        -6.02231        -1.78787        0.141342         6.34425         5.42469         4.51718         3.86244         3.21588     0.000482525      0.00128036      0.00105695     0.000911629     0.000752561      0.00061928
           0.015        -246.438        -328.697        -118.107        -61.7343        -117.634        -155.239         119.109        -1.42937         134.654          -5.384        -8.15362        -2.48836        0.183408         9.21915         7.88367         6.56414         5.61327         4.67358     0.000604061      0.00247277      0.00207378      0.00176064      0.00147656      0.00122251
          0.0175        -317.808        -436.895        -136.202        -79.5309        -133.874        -196.715         157.534        -1.56259         181.408        -6.83503        -10.5214        -3.32946        0.221379         12.3006          10.519         8.75818         7.48965         6.23558      0.00101969        0.004515      0.00379595      0.00321473      0.00270276      0.00224006
            0.02         -384.48        -538.477        -149.486        -96.3052        -144.346        -235.385         198.819        -1.58667         232.466        -8.23316        -12.8623        -4.20117        0.251809         15.4165         13.1833         10.9768         9.38666         7.81443       0.0012276      0.00700486      0.00591054      0.00498755      0.00420837      0.00349054
           0.025        -490.612        -695.183        -162.107        -124.006        -148.795        -297.023         286.643        -1.43769         342.721        -10.9892        -17.7352        -6.19656        0.300909         21.2295         18.1509         15.1157         12.9237          10.757      0.00222714       0.0150063       0.0127036       0.0106846      0.00904511      0.00751191
            0.03        -555.959        -777.672        -160.386        -143.224        -136.835        -333.981         375.747        -1.34621         455.893        -13.4886        -22.4819        -8.35351        0.366976         26.1479         22.3487         18.6176         15.9126         13.2421      0.00356287       0.0265995       0.0225614       0.0189391        0.016064       0.0133516
           0.035        -591.828        -806.235        -149.801        -156.465        -115.517        -352.118         461.651         -1.5533         565.818        -15.6358        -26.8999        -10.5627        0.483292         30.3725         25.9488         21.6256         18.4758          15.372       0.0052207       0.0418839       0.0355633       0.0298219       0.0253215       0.0210543
            0.04         -616.54        -818.405        -133.605        -167.345        -88.9387        -362.507         542.563        -1.93669         670.155        -17.3773        -30.8674        -12.7649         0.63819         34.4342         29.4066         24.5175         20.9379         17.4172      0.00736762       0.0617796       0.0524857       0.0439878       0.0373705       0.0310788
           0.045        -647.798        -853.372        -112.221        -179.011        -57.4649        -376.695         618.581        -1.91611         769.126          -18.68         -34.303        -14.9147        0.745005         38.9178         33.2256           27.71          23.657         19.6757       0.0101287       0.0882616       0.0750166       0.0628433       0.0534127       0.0444265
            0.05        -689.265        -920.536        -84.4722        -191.901        -19.3352        -397.084         690.356       -0.997711         863.581        -19.4978        -37.0807        -16.9629        0.710167         43.9385         37.5061         31.2848         26.7048         22.2062       0.0132297        0.122937        0.104542       0.0875327       0.0744354       0.0619191
           0.055        -736.217        -1010.33        -49.3071        -204.971         27.0631        -420.194           758.1         1.03528         953.618        -19.8021        -39.0702          -18.81        0.469285         49.2817         42.0651         35.0892         29.9509         24.8997       0.0160256        0.166371         0.14156        0.118458        0.100792       0.0838464
            0.06         -777.99        -1096.13        -7.02629        -216.641         81.6136        -436.679         821.336         4.10899         1038.27        -19.6442        -40.2561         -20.375      0.00243878          54.559         46.5703         38.8467         33.1586         27.5587       0.0178716        0.218098        0.185675        0.155288        0.132203        0.109966
           0.065        -798.813         -1140.9         40.3083        -224.165         141.894        -436.501         879.083         7.05853         1115.85        -19.1556        -40.7663        -21.6218       -0.505414         59.0188         50.3739         42.0221         35.8668         29.8005       0.0191785        0.275678        0.234781        0.196286        0.167167        0.139029
            0.07        -791.554        -1123.97         89.4366        -226.772         203.901        -414.621         930.429         8.84776         1184.84        -18.5048        -40.8102        -22.5513       -0.854807          62.323          53.183         44.3747         37.8669         31.4532       0.0210077         0.33696        0.287013         0.23992        0.204356        0.169937
           0.075        -757.596        -1045.68         136.946        -224.901         263.396        -373.794         974.898         8.69371         1244.48        -17.7842        -40.4967        -23.1478       -0.859494         64.4367         54.9651         45.8797         39.1358         32.4993       0.0247674         0.40012        0.340784         0.28489        0.242642        0.201762
            0.08        -706.885        -927.686         180.294         -220.22         317.225        -323.121         1012.66         6.59055         1295.04        -16.9871         -39.806         -23.385       -0.467972         65.6995         56.0115         46.7788         39.8808         33.1126       0.0314136         0.46487        0.395835        0.330993        0.281839        0.234358
           0.085        -652.826        -801.657         218.386        -214.747         364.073        -273.766          1044.6         3.31139         1337.82        -16.0807        -38.7187        -23.2849        0.205894         66.6283         56.7682         47.4402         40.4196         33.5571       0.0410341        0.532977        0.453677        0.379486        0.323023        0.268625
            0.09        -607.079        -696.349         251.562        -210.111         404.439        -234.346            1072       0.0505393         1374.63        -15.0593        -37.2992        -22.9411        0.927769         67.7045          57.653         48.2064         41.0496          34.079       0.0526846        0.607917        0.517311        0.432844        0.368332        0.306335
           0.095        -576.094        -628.448         281.115        -207.155         440.025        -208.263            1096        -2.01898         1407.06         -13.926        -35.6309        -22.4614         1.42725         69.2255         58.9261         49.2894         41.9561         34.8306        0.064293         0.69332        0.589888        0.493652        0.420007        0.349341
             0.1        -560.525        -600.488         308.631        -205.907         472.894        -193.673         1117.28        -2.14218         1436.04        -12.6785        -33.7548        -21.9113         1.49292         71.2493          60.641         50.7304         43.1771         35.8416       0.0730462        0.791086        0.673094        0.563263        0.479251        0.398621
           0.105        -556.139        -602.372         335.389        -205.792         504.713        -185.027          1135.8       -0.197543         1461.57        -11.2837        -31.6205        -21.2837         1.04391         73.6264           62.67         52.4229         44.6218         37.0354        0.076455        0.900655        0.766495        0.641277        0.545753        0.453898
            0.11        -556.193        -617.027         362.062         -205.98         536.373        -175.837         1151.35         3.33952         1483.28        -9.77578        -29.2653        -20.5756        0.148523         76.0924         64.7845         54.1787         46.1273         38.2765       0.0735421         1.01975        0.868153        0.726073        0.618135        0.514011
           0.115        -553.339        -625.376         388.649        -205.606         567.901        -160.912         1163.68         7.36012         1500.78        -8.23036        -26.7837        -19.7882       -0.945521         78.3384         66.7137         55.7779          47.501         39.4059       0.0659579         1.14498        0.975119        0.815238        0.694296        0.577221
            0.12        -541.934        -612.128         414.569        -204.084         598.581        -138.428         1172.88         10.5158         1514.06        -6.71468        -24.2542        -18.9112         -1.8732         80.1209         68.2407          57.047         48.5882         40.2973       0.0587315          1.2725         1.08399        0.906036        0.771811         0.64154
           0.125        -520.329        -572.454         439.164        -201.286          627.59        -110.668         1179.24         11.6556         1523.45        -5.26478          -21.71        -17.9189        -2.29954          81.364         69.2932         57.9321         49.3376         40.9103       0.0572577         1.40018          1.1928        0.996943        0.849287        0.705845
            0.13        -491.574        -513.814          461.77        -197.601         654.091        -81.9574         1183.32         10.7429         1529.69        -3.87124        -19.1171        -16.7868        -2.16329         82.1853         69.9716         58.5169         49.8206         41.3052       0.0643967         1.52806         1.30155         1.08799        0.926716        0.770153
           0.135        -459.452        -445.865         482.052        -193.467         677.674        -56.0751         1185.95         8.18935         1533.85        -2.54314        -16.5196         -15.542        -1.52931          82.741         70.4121         58.9126         50.1342         41.5629       0.0813068         1.65764          1.4115         1.18026           1.005        0.835229
            0.14        -428.205        -379.766          500.05         -189.34          698.37        -35.2757         1187.77          4.8564         1536.82        -1.27596         -13.945        -14.2302       -0.621477         83.2167         70.7797         59.2513          50.396         41.7798        0.105466         1.79201         1.52536         1.27593         1.08608        0.902671
           0.145        -400.751          -323.3          516.01        -185.519         716.522         -19.626         1189.22         1.69786         1539.22      -0.0557302        -11.4127        -12.8981        0.286455         83.7436         71.1938         59.6264         50.6908         42.0253        0.132478         1.93396         1.64565           1.377         1.17172        0.973936
            0.15         -378.62        -280.711         530.339        -182.149         732.639        -7.29612         1190.32       -0.464168         1541.11         1.12599        -8.94185        -11.5876        0.920233         84.3962         71.7246         60.0911         51.0688         42.3393        0.155733         2.08548         1.77423         1.48489         1.26327          1.0501
           0.155        -361.517        -251.218         543.428        -179.196         747.226          4.8564         1190.86        -1.08501         1542.25         2.28641        -6.52975         -10.324         1.08099         85.1701          72.373         60.6421         51.5304         42.7208        0.169589         2.24653         1.91119         1.59956         1.36079         1.13117
            0.16        -347.542        -229.828         555.549         -176.48         760.629         18.9955         1190.51       -0.345879         1542.23         3.39435        -4.23635        -9.13865        0.793692         85.9902         73.0731          61.226         52.0289         43.1308        0.172637         2.41556         2.05524         1.71991         1.46335         1.21636
            0.17        -322.306        -193.329         577.389        -171.198         784.542         55.1833         1185.94         3.29982          1537.1         5.46897       0.0547318        -6.94864       -0.583125         87.5135         74.3936         62.3106         52.9691         43.8987        0.153606         2.77127         2.35895         1.97318          1.6796         1.39584
            0.18          -293.6        -145.915         595.979        -165.586          804.55         93.2186         1176.16         5.91882         1525.05          7.3309         4.01708        -4.86649        -1.68661         88.6153         75.3437         63.0951         53.6456         44.4475        0.136195          3.1412         2.67459         2.23657         1.90434          1.5823
            0.19         -262.12        -89.5785         611.047        -159.784           820.3         118.417         1163.68         5.13269         1509.14         8.84246         7.45059        -2.91799        -1.54675         89.3581         75.9526         63.6241         54.0791         44.8004        0.158069         3.52397         2.99998         2.50911         2.13602         1.77469
             0.2         -233.04        -38.4572         622.862        -154.219         832.125         130.477         1150.75         2.58624         1492.41         10.1443         10.5721        -1.03509       -0.675629          89.982         76.4426         64.0682          54.428         45.0877        0.210184         3.92699         3.34182         2.79606         2.37942         1.97696
            0.21         -208.39         2.10769         632.015        -149.015         840.765         140.837         1138.26        0.866877         1476.03         11.1424         13.1182        0.586394      -0.0882511         90.5795          76.922         64.4937         54.7694         45.3689        0.255433         4.35326         3.70374         3.09957         2.63711         2.19109
            0.22         -186.69         36.3923         639.009        -144.057         846.853         157.652         1125.22        0.920938         1458.88         11.9247         15.2086         1.95924       -0.232668         91.1006         77.3597         64.8647          55.081         45.6229        0.269554         4.80003         4.08403         3.41768         2.90788         2.41595
            0.23        -166.214         68.9727         644.106        -139.247         850.715         178.494         1110.79          1.6999         1439.87         12.5641         16.9964         3.16522       -0.703957         91.4961         77.7002         65.1463         55.3235         45.8183        0.266169         5.26389         4.47933         3.74795         3.18934         2.64958
            0.24        -146.623         100.414         647.467        -134.602         852.544         195.448         1095.38         2.03141         1419.46         12.9634          18.314         4.14388       -0.971371         91.7856         77.9443         65.3524         55.4972         45.9574        0.273143         5.74423          4.8883         4.08996         3.48053         2.89131
            0.25        -128.507         128.835         649.303        -130.168         852.598         205.796         1079.41         1.62636          1398.3         13.2813         19.4728          5.0509        -0.87565          92.012          78.124         65.5137         55.6252         46.0602        0.301858         6.24262         5.31195         4.44482         3.78217         3.14178
            0.26        -112.066         153.704         649.834        -125.949         851.143         212.392         1063.58         1.00011         1377.24         13.4338         20.3001         5.79534       -0.652607         92.1923         78.2611          65.642         55.7228         46.1383        0.340531         6.75927         5.75081         4.81268         4.09464         3.40127
            0.27        -97.0249         175.918         649.247        -121.917          848.41         219.265         1047.84        0.626345         1356.26          13.481         20.8975         6.41401       -0.547389         92.3201         78.3577          65.733         55.7916         46.1924        0.372243         7.29306         6.20447         5.19275         4.41765         3.66947
            0.28        -83.2081         195.938         647.685        -118.054          844.57         227.337         1031.87        0.537988         1335.02         13.5053          21.424         6.98087        -0.58954         92.3943         78.4145         65.7858          55.832         46.2229        0.392979         7.84315         6.67234         5.58442         4.75079         3.94603
